Codice Chiesa;Codice Pavimenti;Quadrante;Data;Quota;Cappela;Primario Stile;# Passi alla Cappella;Altare 1;# Passi alla Altare 1;Quota di Altare 1;Altare 2;# Passi alla Altare 2;Quota di Altare 2;Nota;Entrata?;Contenere Banco?;Contenere Reperti?;Numero di Reperti;MAPINFO_ID
AGNE;AGNE_A;A;22/06/2004;1,06;VERO;;0,00;VERO;2;1,30;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1
AGNE;AGNE_B;B;22/06/2004;1,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;FALSO;;2
AGNE;AGNE_C;C;22/06/2004;1,14;FALSO;;0,00;VERO;2;1,37;FALSO;0;0,00;;VERO;FALSO;FALSO;;3
AGNE;AGNE_D;D;22/06/2004;1,09;FALSO;;0,00;VERO;2;1,38;FALSO;0;0,00;;FALSO;FALSO;FALSO;;4
AGNE;AGNE_E;E;22/06/2004;1,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;5
AGNE;AGNE_F;F;22/06/2004;1,13;FALSO;;0,00;VERO;2;1,38;FALSO;0;0,00;;FALSO;FALSO;FALSO;;6
AGNE;AGNE_G;G;22/06/2004;1,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;7
AGNE;AGNE_H;H;22/06/2004;1,10;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;about 90 percent covered with wooden platform;FALSO;VERO;FALSO;;8
AGNE;AGNE_I;I;22/06/2004;1,12;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;9
AGNE;AGNE_J;J;22/06/2004;1,30;VERO;;2,00;VERO;3;1,76;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;10
AGNE;AGNE_K;K;22/06/2004;1,54;VERO;Wooden Floor;2,00;VERO;0;1,54;FALSO;0;0,00;main alter, floor in excellent condition, raised floor;FALSO;FALSO;VERO;;11
AGNE;AGNE_M;M;22/06/2004;1,27;VERO;Smaller Red and White Checkered;2,00;VERO;3;1,74;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;12
ALVI;ALVI_A;A;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;13
ALVI;ALVI_B;B;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;45% obscured by large pews;FALSO;FALSO;FALSO;;14
ALVI;ALVI_C;C;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;15
ALVI;ALVI_D;D;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;16
ALVI;ALVI_E;E;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;17
ALVI;ALVI_F;F;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;18
ALVI;ALVI_G;G;04/07/2002;1,35;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;19
ANNU;ANNU_A;A;05/07/2004;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1329
ANNU;ANNU_B;B;05/07/2004;1,45;FALSO;;0,00;VERO;1;0,00;FALSO;0;0,00;contains alter with no steps;VERO;VERO;FALSO;;1330
ANNU;ANNU_C;C;05/07/2004;1,53;VERO;;1,00;VERO;0;1,53;FALSO;0;0,00;main alter;FALSO;FALSO;FALSO;;1331
APOS;APOS_A;A;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;20
APOS;APOS_B;B;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;21
APOS;APOS_C;C;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;22
APOS;APOS_D;D;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;23
APOS;APOS_E;E;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;24
APOS;APOS_F;F;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;25
APOS;APOS_G;G;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;26
APOS;APOS_H;H;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;27
APOS;APOS_I;I;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;28
APOS;APOS_J;J;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;29
APOS;APOS_K;K;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;30
APOS;APOS_L;L;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;31
APOS;APOS_M;M;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;32
APOS;APOS_N;N;02/07/2002;1,25;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;33
ASSG;ASSG_A;A;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;34
ASSG;ASSG_B;B;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;35
ASSG;ASSG_C;C;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;36
ASSG;ASSG_D;D;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;37
ASSG;ASSG_E;E;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;38
ASSG;ASSG_F;F;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;39
ASSG;ASSG_G;G;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;40
ASSG;ASSG_H;H;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;41
ASSG;ASSG_I;I;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;42
ASSG;ASSG_J;J;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;43
ASSG;ASSG_K;K;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;44
ASSG;ASSG_L;L;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;45
ASSG;ASSG_M;M;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;46
ASSG;ASSG_N;N;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;47
ASSG;ASSG_O;O;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;48
ASSG;ASSG_P;P;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;49
ASSG;ASSG_Q;Q;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;50
ASSG;ASSG_R;R;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;51
ASSG;ASSG_S;S;20/06/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;52
BARN;BARN_A;A;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;53
BARN;BARN_B;B;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;54
BARN;BARN_C;C;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;55
BARN;BARN_D;D;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;56
BARN;BARN_E;E;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;57
BARN;BARN_F;F;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;58
BARN;BARN_G;G;11/07/2002;1,55;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;59
BART;BART_A;A;07/07/2004;1,65;VERO;;1,00;VERO;2;1,94;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1378
BART;BART_B;B;07/07/2004;1,50;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;1379
BART;BART_C;C;07/07/2004;1,63;VERO;;1,00;VERO;2;1,94;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1380
BART;BART_D;D;07/07/2004;1,53;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;carpet residue on tiles;FALSO;FALSO;VERO;;1381
BART;BART_E;E;07/07/2004;1,52;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1382
BART;BART_F;F;07/07/2004;1,50;FALSO;;0,00;VERO;2;1,81;FALSO;0;0,00;contains small alter;FALSO;FALSO;FALSO;;1383
BART;BART_G;G;07/07/2004;1,48;FALSO;;0,00;VERO;2;1,81;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;1384
BART;BART_H;H;07/07/2004;1,52;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1385
BART;BART_I;I;07/07/2004;1,48;FALSO;;0,00;VERO;2;1,80;FALSO;0;0,00;contains small alter;FALSO;FALSO;VERO;;1386
BART;BART_J;J;07/07/2004;1,50;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1387
BART;BART_K;K;07/07/2004;1,52;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;80 percent covered by carpet;FALSO;FALSO;VERO;;1388
BART;BART_L;L;07/07/2004;1,52;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1389
BART;BART_M;M;07/07/2004;1,79;VERO;;2,00;VERO;2;2,13;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1390
BART;BART_N;N;07/07/2004;1,84;VERO;;2,00;VERO;3;2,30;FALSO;0;0,00;main alter;FALSO;FALSO;FALSO;;1391
BART;BART_O;O;07/07/2004;1,84;VERO;;2,00;VERO;2;2,15;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;1392
BART;BART_P;P;07/07/2004;1,49;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side entrance with original floor;FALSO;FALSO;VERO;;1393
BIAG;BIAG_A;A;;1,78;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;60
BIAG;BIAG_B;B;;1,80;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;61
BIAG;BIAG_C;C;;1,77;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;62
BIAG;BIAG_D;D;;1,82;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;63
BIAG;BIAG_E;E;;1,84;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;64
BIAG;BIAG_F;F;;1,88;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;65
BIAG;BIAG_G;G;;2,06;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;66
BRAG;BRAG_A;A;26/06/2003;1,56;FALSO;;;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;67
BRAG;BRAG_B;B;26/06/2003;1,57;FALSO;;;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;68
BRAG;BRAG_C;C;26/06/2003;1,53;FALSO;;;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;69
BRAG;BRAG_D;D;26/06/2003;1,54;FALSO;;;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;70
BRAG;BRAG_E;E;26/06/2003;1,55;FALSO;;;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;71
BRAG;BRAG_F;F;26/06/2003;1,53;FALSO;;;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;72
BRAG;BRAG_G;G;26/06/2003;1,53;FALSO;;;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;73
BRAG;BRAG_H;H;26/06/2003;1,68;FALSO;;;VERO;2;0,00;VERO;2;0,00;;FALSO;FALSO;FALSO;;74
BRAG;BRAG_I;I;26/06/2003;2,19;VERO;Diamond Shape with red white and black;;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;75
BRAG;BRAG_J;J;26/06/2003;1,73;VERO;Smaller Red and White Checkered;;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;76
BRAG;BRAG_K;K;26/06/2003;1,60;VERO;Complex square pattern with red, white, and black;;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;77
BRAG;BRAG_L;L;26/06/2003;1,63;VERO;Hexagon red, white, and black;;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;78
BRAG;BRAG_M;M;26/06/2003;1,78;VERO;Smaller Red and White Checkered;;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;79
CANC;CANC_A;A;20/06/2005;1,69;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;side statue;VERO;FALSO;VERO;;1476
CANC;CANC_B;B;20/06/2005;1,69;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;contains pews, chairs, cross, candles;VERO;VERO;VERO;;1477
CANC;CANC_C;C;20/06/2005;1,71;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;contains desk, signs, 2 side statue, pew, chair, candles;VERO;VERO;FALSO;;1478
CANC;CANC_D;D;20/06/2005;1,74;FALSO;Complex square pattern with red, white, and black;0,00;VERO;2;0,00;FALSO;0;0,00;contains small side altar;FALSO;FALSO;VERO;;1479
CANC;CANC_E;E;20/06/2005;1,72;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;contains pews and artifacts;FALSO;VERO;VERO;;1480
CANC;CANC_F;F;20/06/2005;1,72;FALSO;Complex square pattern with red, white, and black;0,00;VERO;2;0,00;FALSO;0;0,00;contains small side altar and confessional;FALSO;VERO;VERO;;1481
CANC;CANC_G;G;20/06/2005;1,76;FALSO;Complex square pattern with red, white, and black;0,00;VERO;2;0,00;FALSO;0;0,00;contains small side altar and pews;FALSO;VERO;VERO;;1482
CANC;CANC_H;H;20/06/2005;1,76;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;main aisle;FALSO;VERO;VERO;;1483
CANC;CANC_I;I;20/06/2005;1,73;FALSO;Complex square pattern with red, white, and black;0,00;VERO;2;0,00;FALSO;0;0,00;contains small side altar;FALSO;FALSO;VERO;;1484
CANC;CANC_J;J;20/06/2005;1,79;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;VERO;0;0,00;;VERO;VERO;VERO;;1485
CANC;CANC_K;K;20/06/2005;1,76;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;main aisle just before altar;FALSO;VERO;VERO;;1486
CANC;CANC_L;L;20/06/2005;1,73;FALSO;Complex square pattern with red, white, and black;0,00;FALSO;0;0,00;FALSO;0;0,00;contains candles and book stand with Bible;VERO;VERO;VERO;;1487
CANC;CANC_M;M;20/06/2005;2,19;VERO;no apparent pattern;2,00;VERO;2;0,00;FALSO;0;0,00;contains tomb and altar;FALSO;VERO;VERO;;1488
CANC;CANC_N;N;20/06/2005;2,23;FALSO;Hexagon red, white, and black;2,00;VERO;3;0,00;FALSO;0;0,00;main altar;FALSO;FALSO;VERO;;1489
CANC;CANC_O;O;20/06/2005;2,17;VERO;complicated circle and square pattern;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;1490
CAPP;CAPP_A;A;04/07/2002;1,39;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;292
CAPP;CAPP_B;B;04/07/2002;1,39;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;293
CAPP;CAPP_C;C;04/07/2002;1,39;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;294
CAPP;CAPP_D;D;04/07/2002;1,39;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;295
CARM;CARM_A;A;15/07/2004;1,14;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;1429
CARM;CARM_B;B;15/07/2004;1,19;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;;1430
CARM;CARM_C;C;15/07/2004;1,23;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1431
CARM;CARM_D;D;15/07/2004;1,14;FALSO;;0,00;VERO;3;1,67;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1432
CARM;CARM_E;E;15/07/2004;1,19;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1433
CARM;CARM_F;F;15/07/2004;1,19;FALSO;;0,00;VERO;3;1,73;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1434
CARM;CARM_G;G;15/07/2004;1,17;FALSO;;0,00;VERO;2;1,53;FALSO;0;0,00;contains side alter;VERO;FALSO;VERO;;1435
CARM;CARM_H;H;15/07/2004;1,19;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1436
CARM;CARM_I;I;15/07/2004;1,19;FALSO;;0,00;VERO;2;1,49;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1437
CARM;CARM_J;J;15/07/2004;1,18;FALSO;;0,00;VERO;3;1,71;FALSO;0;0,00;contains side alter;FALSO;FALSO;FALSO;;1438
CARM;CARM_K;K;15/07/2004;1,19;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1439
CARM;CARM_L;L;15/07/2004;1,18;FALSO;;0,00;VERO;3;1,65;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1440
CARM;CARM_M;M;15/07/2004;1,24;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1441
CARM;CARM_N;N;15/07/2004;1,22;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;;1442
CARM;CARM_O;O;15/07/2004;1,23;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1443
CARM;CARM_P;P;15/07/2004;1,31;FALSO;;0,00;VERO;2;1,58;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1444
CARM;CARM_Q;Q;15/07/2004;1,26;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;1445
CARM;CARM_R;R;15/07/2004;1,27;FALSO;;0,00;VERO;2;1,59;FALSO;0;0,00;contains side alter;FALSO;FALSO;VERO;;1446
CARM;CARM_S;S;15/07/2004;1,34;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;VERO;;1447
CARM;CARM_T;T;15/07/2004;1,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;65 percent covered by carpet;FALSO;FALSO;VERO;;1448
CARM;CARM_U;U;15/07/2004;1,32;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;2 large vents with grates;FALSO;FALSO;VERO;;1449
CARM;CARM_V;V;15/07/2004;1,64;FALSO;;;FALSO;;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;;1450
CARM;CARM_W;W;15/07/2004;1,64;VERO;;2,00;VERO;3;2,18;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1451
CARM;CARM_X;X;15/07/2004;1,74;VERO;;2,00;VERO;6;2,76;FALSO;0;0,00;main alter, 70 percent carpet;FALSO;FALSO;VERO;;1452
CARM;CARM_Y;Y;15/07/2004;1,57;VERO;;2,00;VERO;3;2,06;FALSO;0;0,00;side chapel;FALSO;FALSO;VERO;;1453
CASS;CASS_A;A;;1,55;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;80
CASS;CASS_B;B;;1,59;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;81
CASS;CASS_C;C;;1,53;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;82
CASS;CASS_D;D;;1,50;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;83
CASS;CASS_E;E;;1,57;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;84
CASS;CASS_F;F;;1,51;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;85
CASS;CASS_G;G;;1,47;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;86
CASS;CASS_H;H;;1,54;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;87
CASS;CASS_I;I;;1,45;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;88
CASS;CASS_J;J;;1,69;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;89
CASS;CASS_K;K;;2,24;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;90
CASS;CASS_L;L;;1,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;91
ELEM;ELEM_A;A;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;92
ELEM;ELEM_B;B;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;93
ELEM;ELEM_C;C;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;94
ELEM;ELEM_D;D;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;95
ELEM;ELEM_E;E;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;96
ELEM;ELEM_F;F;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;97
ELEM;ELEM_G;G;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;98
ELEM;ELEM_H;H;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;99
ELEM;ELEM_I;I;11/07/2002;1,54;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;100
ELEN;ELEN_A;A;;1,07;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;101
ELEN;ELEN_B;B;;1,05;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;102
ELEN;ELEN_C;C;;1,00;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;103
ELEN;ELEN_D;D;;1,20;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;104
ELEN;ELEN_E;E;;1,05;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;105
EVAN;EVAN_A;A;28/06/2004;1,01;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;85 percent covered by resoration equipment and pews;VERO;FALSO;VERO;;662
EVAN;EVAN_B;B;28/06/2004;0,98;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;85 percent covered by restoration equipment and pews;VERO;FALSO;FALSO;;663
EVAN;EVAN_C;C;28/06/2004;0,98;VERO;;1,00;VERO;1;0,00;FALSO;0;0,00;contains a small side chapel;VERO;FALSO;VERO;;664
EVAN;EVAN_D;D;28/06/2004;0,94;VERO;;1,00;VERO;1;0,00;FALSO;0;0,00;contains small side chapel;FALSO;FALSO;VERO;;665
EVAN;EVAN_E;E;28/06/2004;1,23;VERO;;2,00;VERO;4;1,83;FALSO;0;0,00;main alter;FALSO;FALSO;FALSO;;666
EVAN;EVAN_F;F;28/06/2004;1,07;FALSO;;1,00;VERO;3;1,53;FALSO;0;0,00;side chapel, 90 percent covered by restoration equipment;FALSO;FALSO;FALSO;;667
EVAN;EVAN_G;G;28/06/2004;0,98;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side entrance;VERO;FALSO;FALSO;;668
EVAN;EVAN_H;H;28/06/2004;1,17;VERO;;1,00;VERO;3;1,61;FALSO;0;0,00;side chapel;FALSO;FALSO;FALSO;;669
FAVA;FAVA_A;A;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;106
FAVA;FAVA_B;B;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;107
FAVA;FAVA_C;C;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;108
FAVA;FAVA_D;D;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;109
FAVA;FAVA_E;E;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;110
FAVA;FAVA_F;F;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;111
FAVA;FAVA_G;G;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;112
FAVA;FAVA_H;H;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;113
FAVA;FAVA_I;I;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;114
FAVA;FAVA_J;J;11/07/2003;2,73;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;115
FELI;FELI_A;A;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;116
FELI;FELI_B;B;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;117
FELI;FELI_C;C;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;118
