Codice Chiesa;Codice Pavimenti;Quadrante;Data;Quota;Cappela;Primario Stile;# Passi alla Cappella;Altare 1;# Passi alla Altare 1;Quota di Altare 1;Altare 2;# Passi alla Altare 2;Quota di Altare 2;Nota;Entrata?;Contenere Banco?;Contenere Reperti?;Numero di Reperti;MAPINFO_ID
FELI;FELI_D;D;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;119
FELI;FELI_E;E;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;120
FELI;FELI_F;F;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;121
FELI;FELI_G;G;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;122
FELI;FELI_H;H;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;123
FELI;FELI_I;I;01/07/2002;2,10;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;124
FORM;FORM_A;A;25/06/2003;1,63;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;125
FORM;FORM_B;B;25/06/2003;1,58;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;126
FORM;FORM_C;C;25/06/2003;1,51;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;127
FORM;FORM_D;D;25/06/2003;1,49;FALSO;;0,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;128
FORM;FORM_E;E;25/06/2003;1,53;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;129
FORM;FORM_F;F;25/06/2003;1,48;FALSO;;0,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;130
FORM;FORM_G;G;25/06/2003;1,90;VERO;Standard Red and White Checkered;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;131
FORM;FORM_H;H;25/06/2003;1,90;VERO;Standard Red and White Checkered;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;132
FORM;FORM_I;I;25/06/2003;1,88;VERO;Carpeted;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;133
FORM;FORM_J;J;25/06/2003;1,85;VERO;Standard Red and White Checkered;2,00;VERO;4;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;134
FORM;FORM_K;K;25/06/2003;1,81;VERO;Istrian Stone Design;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;135
FORM;FORM_L;L;25/06/2003;1,81;VERO;Standard Red and White Checkered;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;136
FORM;FORM_M;M;25/06/2003;1,81;VERO;Smaller Red and White Checkered;2,00;VERO;0;2,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;137
FORM;FORM_N;N;25/06/2003;1,87;VERO;White, Black and Red Square Design;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;138
FOSC;FOSC_A;A;24/06/2005;1,33;FALSO;Smaller Red and White Checkered;0,00;VERO;2;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;;1497
FOSC;FOSC_B;B;24/06/2005;1,37;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;VERO;FALSO;;1496
FOSC;FOSC_C;C;24/06/2005;1,37;FALSO;Smaller Red and White Checkered;0,00;VERO;2;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;;1495
FOSC;FOSC_D;D;24/06/2005;1,41;FALSO;Smaller Red and White Checkered;0,00;VERO;2;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;;1494
FOSC;FOSC_E;E;24/06/2005;1,40;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;;1493
FOSC;FOSC_F;F;24/06/2005;1,39;FALSO;Smaller Red and White Checkered;0,00;VERO;2;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;;1492
FOSC;FOSC_G;G;24/06/2005;1,60;FALSO;"Smaller Red and White Checkered,
New floor in front of altar";0,00;VERO;2;0,00;FALSO;0;0,00;floor in front of altar new, floor behind altar old;FALSO;VERO;VERO;;1491
FOSC;FOSC_H;H;24/06/2005;1,54;FALSO;no apparent pattern;0,00;FALSO;0;0,00;FALSO;0;0,00;side room next to altar, very small, contained 22 artifacts;FALSO;FALSO;VERO;;1498
FRAR;FRAR_A;A;16/07/2003;1,84;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;139
FRAR;FRAR_AA;AA;16/07/2003;1,36;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;140
FRAR;FRAR_AB;AB;16/07/2003;1,78;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;141
FRAR;FRAR_AC;AC;16/07/2003;1,79;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;142
FRAR;FRAR_AD;AD;16/07/2003;1,29;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;143
FRAR;FRAR_B;B;16/07/2003;1,70;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;144
FRAR;FRAR_C;C;16/07/2003;1,12;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;145
FRAR;FRAR_D;D;16/07/2003;1,21;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;146
FRAR;FRAR_E;E;16/07/2003;1,18;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;147
FRAR;FRAR_F;F;16/07/2003;1,14;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;148
FRAR;FRAR_G;G;16/07/2003;1,26;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;149
FRAR;FRAR_H;H;16/07/2003;1,20;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;150
FRAR;FRAR_I;I;16/07/2003;1,16;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;151
FRAR;FRAR_J;J;16/07/2003;1,21;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;152
FRAR;FRAR_K;K;16/07/2003;1,21;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;153
FRAR;FRAR_L;L;16/07/2003;1,69;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;154
FRAR;FRAR_M;M;16/07/2003;1,66;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;155
FRAR;FRAR_N;N;16/07/2003;1,80;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;156
FRAR;FRAR_O;O;16/07/2003;1,56;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;157
FRAR;FRAR_P;P;16/07/2003;1,76;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;158
FRAR;FRAR_Q;Q;16/07/2003;1,52;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;159
FRAR;FRAR_R;R;16/07/2003;2,36;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;160
FRAR;FRAR_S;S;16/07/2003;2,05;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;161
FRAR;FRAR_T;T;16/07/2003;2,08;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;162
FRAR;FRAR_U;U;16/07/2003;2,07;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;163
FRAR;FRAR_V;V;16/07/2003;2,37;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;164
FRAR;FRAR_W;W;16/07/2003;2,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;165
FRAR;FRAR_X;X;16/07/2003;2,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;166
FRAR;FRAR_Y;Y;16/07/2003;2,17;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;167
FRAR;FRAR_Z;Z;16/07/2003;2,11;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;168
GESU;GESU_A;A;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;478
GESU;GESU_B;B;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;479
GESU;GESU_C;C;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;480
GESU;GESU_D;D;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;481
GESU;GESU_E;E;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;482
GESU;GESU_F;F;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;483
GESU;GESU_G;G;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;484
GESU;GESU_H;H;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;485
GESU;GESU_I;I;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;486
GESU;GESU_J;J;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;487
GESU;GESU_K;K;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;488
GESU;GESU_L;L;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;489
GESU;GESU_M;M;09/07/2002;1,86;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;490
GIAC;GIAC_A;A;11/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;191
GIAC;GIAC_B;B;11/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;192
GIAC;GIAC_C;C;11/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;193
GIAC;GIAC_D;D;11/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;194
GIAC;GIAC_E;E;11/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;195
GIAC;GIAC_F;F;11/07/2002;1,89;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;196
GIGL;GIGL_A;A;06/07/2004;1,18;FALSO;;0,00;VERO;3;1,71;FALSO;0;0,00;contains side alter;VERO;VERO;VERO;;1356
GIGL;GIGL_B;B;06/07/2004;1,24;FALSO;;0,00;VERO;3;1,72;FALSO;0;0,00;contains side alter;VERO;VERO;VERO;;1357
GIGL;GIGL_C;C;06/07/2004;1,28;FALSO;;0,00;VERO;4;1,99;FALSO;0;0,00;contains side alter;FALSO;VERO;VERO;;1358
GIGL;GIGL_D;D;06/07/2004;1,21;FALSO;;0,00;VERO;4;1,88;FALSO;0;0,00;contains side alter, steps in bad condition;FALSO;VERO;VERO;;1359
GIGL;GIGL_E;E;06/07/2004;1,23;FALSO;;0,00;VERO;3;1,69;FALSO;0;0,00;contains side alter;FALSO;VERO;VERO;;1360
GIGL;GIGL_F;F;06/07/2004;1,20;FALSO;;0,00;VERO;3;1,63;FALSO;0;0,00;contains side alter;FALSO;VERO;VERO;;1361
GIGL;GIGL_G;G;06/07/2004;1,38;VERO;;1,00;VERO;5;2,18;FALSO;0;0,00;main alter, small portion covered by wooden platform;FALSO;FALSO;VERO;;1362
GIGL;GIGL_H;H;06/07/2004;1,33;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side room;FALSO;FALSO;VERO;;1363
GIGL;GIGL_I;I;06/07/2004;1,66;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;side room, large amount of crumbling fresco dust;FALSO;FALSO;FALSO;;1364
GIGL;GIGL_J;J;06/07/2004;1,01;VERO;;1,00;VERO;2;1,49;FALSO;0;0,00;side room with chapel, high percentage covered by carpet;FALSO;FALSO;VERO;;1365
GIMA;GIMA_A;A;28/06/2005;2,34;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1529
GIMA;GIMA_B;B;28/06/2005;2,38;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;VERO;FALSO;FALSO;0;1530
GIMA;GIMA_C;C;28/06/2005;2,35;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;1;1531
GIMA;GIMA_D;D;28/06/2005;2,51;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1532
GIMA;GIMA_E;E;28/06/2005;2,42;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1533
GIMA;GIMA_F;F;28/06/2005;2,38;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;1;1534
GIMA;GIMA_G;G;28/06/2005;2,57;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1535
GIMA;GIMA_H;H;28/06/2005;2,45;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1536
GIMA;GIMA_I;I;28/06/2005;2,43;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1537
GIMA;GIMA_J;J;28/06/2005;2,58;VERO;Smaller Red and White Checkered;0,00;VERO;5;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1538
GIMA;GIMA_K;K;28/06/2005;2,57;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1539
GIMA;GIMA_L;L;28/06/2005;2,54;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1540
GIMA;GIMA_M;M;28/06/2005;2,48;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1541
GIMA;GIMA_N;N;28/06/2005;2,43;VERO;Smaller Red and White Checkered;0,00;VERO;5;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;1;1542
GIMA;GIMA_O;O;28/06/2005;2,59;FALSO;Smaller Red and White Checkered;0,00;VERO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;VERO;1;1543
GIMA;GIMA_P;P;28/06/2005;2,44;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1544
GIMA;GIMA_Q;Q;28/06/2005;2,48;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;VERO;1;1545
GIMA;GIMA_R;R;28/06/2005;2,84;FALSO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;VERO;FALSO;0;1546
GIMA;GIMA_S;S;28/06/2005;3,22;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1547
GIMA;GIMA_T;T;29/06/2005;2,69;FALSO;New floor;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1548
GIMA;GIMA_U;U;29/06/2005;2,73;FALSO;New floor;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1549
GIMA;GIMA_V;V;29/06/2005;2,86;FALSO;Smaller Red and White Checkered;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;0;1550
GIOB;GIOB_A;A;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;197
GIOB;GIOB_B;B;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;198
GIOB;GIOB_C;C;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;199
GIOB;GIOB_D;D;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;200
GIOB;GIOB_E;E;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;201
GIOB;GIOB_F;F;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;202
GIOB;GIOB_G;G;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;203
GIOB;GIOB_H;H;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;204
GIOB;GIOB_I;I;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;205
GIOB;GIOB_J;J;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;206
GIOB;GIOB_K;K;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;207
GIOB;GIOB_L;L;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;208
GIOB;GIOB_M;M;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;209
GIOB;GIOB_N;N;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;210
GIOB;GIOB_O;O;02/07/2002;1,17;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;211
GIOV;GIOV_A;A;16/06/2003;1,65;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;212
GIOV;GIOV_AA;AA;16/06/2003;2,07;VERO;no apparent pattern;2,00;VERO;4;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;213
GIOV;GIOV_AC;AC;16/06/2003;1,98;VERO;;2,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;214
GIOV;GIOV_B;B;16/06/2003;1,56;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;215
GIOV;GIOV_C;C;16/06/2003;1,64;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;216
GIOV;GIOV_D;D;16/06/2003;1,64;FALSO;;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;217
GIOV;GIOV_E;E;16/06/2003;1,66;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;218
GIOV;GIOV_F;F;16/06/2003;1,65;FALSO;;0,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;219
GIOV;GIOV_G;G;16/06/2003;1,67;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;220
GIOV;GIOV_H;H;16/06/2003;1,76;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;221
GIOV;GIOV_I;I;16/06/2003;1,79;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;222
GIOV;GIOV_J;J;16/06/2003;1,66;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;223
GIOV;GIOV_K;K;16/06/2003;1,72;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;224
GIOV;GIOV_L;L;16/06/2003;1,70;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;225
GIOV;GIOV_M;M;16/06/2003;1,70;FALSO;;0,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;226
GIOV;GIOV_N;N;16/06/2003;1,71;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;227
GIOV;GIOV_O;O;16/06/2003;1,72;FALSO;;0,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;228
GIOV;GIOV_P;P;16/06/2003;1,77;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;229
GIOV;GIOV_Q;Q;16/06/2003;1,81;FALSO;;0,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;230
GIOV;GIOV_R;R;16/06/2003;1,77;FALSO;;0,00;VERO;1;0,00;VERO;1;0,00;;FALSO;FALSO;FALSO;;231
GIOV;GIOV_S;S;16/06/2003;1,70;VERO;Smaller Red and White Checkered;0,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;232
GIOV;GIOV_T;T;16/06/2003;2,16;VERO;Smaller Red and White Checkered;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;233
GIOV;GIOV_U;U;16/06/2003;2,13;VERO;Standard Red and White Checkered;2,00;VERO;1;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;234
GIOV;GIOV_V;V;16/06/2003;2,44;VERO;;4,00;VERO;7;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;235
GIOV;GIOV_W;W;16/06/2003;2,16;VERO;no apparent pattern;2,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;236
GIOV;GIOV_X;X;16/06/2003;2,09;VERO;no apparent pattern;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;237
GIOV;GIOV_Y;Y;16/06/2003;2,02;VERO;complicated circle and square pattern;2,00;VERO;4;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;238
GIOV;GIOV_Z;Z;16/06/2003;1,93;VERO;Standard Red and White Checkered;2,00;VERO;3;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;239
GIRO;GIRO_A;A;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;240
GIRO;GIRO_B;B;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;241
GIRO;GIRO_C;C;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;242
GIRO;GIRO_D;D;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;243
GIRO;GIRO_E;E;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;244
GIRO;GIRO_F;F;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;245
GIRO;GIRO_G;G;04/07/2002;1,61;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;246
GREC;GREC_A;A;20/06/2003;1,31;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;247
GREC;GREC_B;B;20/06/2003;1,27;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;248
GREC;GREC_C;C;20/06/2003;1,21;FALSO;;0,00;VERO;2;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;249
GREC;GREC_D;D;20/06/2003;1,44;VERO;Carpeted;2,00;VERO;;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;250
GRIS;GRIS_A;A;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;251
GRIS;GRIS_B;B;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;252
GRIS;GRIS_C;C;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;253
GRIS;GRIS_D;D;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;254
GRIS;GRIS_E;E;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;255
GRIS;GRIS_F;F;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;256
GRIS;GRIS_G;G;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;257
GRIS;GRIS_H;H;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;258
GRIS;GRIS_I;I;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;259
GRIS;GRIS_J;J;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;260
GRIS;GRIS_K;K;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;261
GRIS;GRIS_L;L;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;262
GRIS;GRIS_M;M;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;263
GRIS;GRIS_N;N;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;264
GRIS;GRIS_O;O;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;265
GRIS;GRIS_P;P;25/06/2002;1,32;FALSO;;;FALSO;;;FALSO;;;;FALSO;FALSO;FALSO;;266
ISEP;ISEP_A;A;12/07/2003;2,78;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;267
ISEP;ISEP_B;B;12/07/2003;2,67;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;268
ISEP;ISEP_C;C;12/07/2003;2,74;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;269
ISEP;ISEP_D;D;12/07/2003;2,75;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;270
ISEP;ISEP_E;E;12/07/2003;2,71;FALSO;;0,00;FALSO;0;0,00;FALSO;0;0,00;;FALSO;FALSO;FALSO;;271
